Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_min,Vibration_mm_s,Current_A,Voltage_V,Power_Factor,Load_Percent,Operating_Hours,Motor_Type_Encoded,Temp_Difference,Apparent_Power,Active_Power,Speed_Torque_Ratio,Wear_Rate,Maintenance_Required
296.2382937564038,317.1389249478568,1420.1327174525052,33.58286421623713,49.78916272081204,2.376375060686723,79.17697249887738,398.05896160089975,0.8002245222725263,82.06326352276909,47765.249833216716,1,20.900631191453044,31.517103455606126,25.2207590561762,41.0646356118107,0.0010423502555603305,0
294.48047286403784,318.9071343228424,1475.847191937453,42.41442163067745,23.273553503629554,2.647186030863817,57.38470113065891,428.94713249574454,0.8202865905899418,72.56496070899503,13677.576893543164,0,24.426661458804574,24.61500299912145,20.191356887510526,33.994399476108455,0.0017014601507716496,0
296.7836797507282,332.3595077720514,1446.4712294767444,36.84150234622062,54.528685759626065,4.133338709237537,65.11740164049961,399.9539947659217,0.8603865706358146,56.48768096420164,46844.67290045259,2,35.57582802132322,26.0439649148948,22.407877658885813,38.22446625513559,0.0011640068843818282,0
301.1689200419419,328.07184952370966,1433.9442190706852,34.93684758160495,30.463671770879085,1.3676890534121908,53.12194944803638,423.78961446361336,0.829145373940423,69.32967670989389,32936.43145866155,2,26.902929481767785,22.5125304761389,18.666160499983356,39.90178091760838,0.0009248951852579282,0
291.90601987549877,331.81949575152754,1450.5593121653578,22.30305372781418,26.349180582410483,3.3933571407656697,76.55395281641081,417.7822703164116,0.8511827338091984,42.54886227172628,28450.85997379454,1,39.91347587602877,31.98288420933556,27.223278816405283,62.24760621969436,0.000926096944336127,0
301.58918811349395,351.89575114978663,1456.4772213167075,24.217842817839703,35.76294743901337,2.7377075100496824,48.903184950478604,405.07899591595793,0.8586654315834323,71.34564621318846,41687.135667524686,2,50.30656303629269,19.809653056832257,17.00986429156293,57.755821219028334,0.0008578687165152584,0
295.8436308473581,318.58709468131366,1466.8485940061673,42.05774976198576,33.16432096750346,4.395358653921768,77.50412017741886,403.9773460319799,0.9460355872385361,47.53803583698979,24127.35889606995,0,22.74346383395556,31.30990877581729,29.620287935115307,34.06700540819248,0.001374495510049185,0
302.6442592455252,334.9434558497608,1457.1276693727898,35.07768863691552,0.0,2.112744450745658,61.72553913992668,413.4712722254404,0.8147671221663874,82.07116560328178,7867.962948851243,2,32.29919660423565,25.5217371969867,20.794272368675696,40.38860926034556,0.0,0
292.93629722478215,348.0102388112663,1443.1612778557985,31.138990450323195,8.29321010273744,4.170779622590848,72.17325117998337,401.95167675680585,0.8532267530784844,58.2663593703207,8096.339435807748,0,55.073941586484125,29.01015932878443,24.752244050388242,44.903752657896135,0.0010241895092187342,0
297.67956851232236,333.7202902926608,1441.7758086250772,30.57372184712987,15.195146457173555,1.050979244132563,60.43351312668544,417.8807302784713,0.8816284810374854,42.03745330421855,13849.658817113635,1,36.04072178033846,25.25400059867289,22.264646187927724,45.6637901482032,0.0010970703024175785,0
299.403416605153,334.2577641580063,1472.0980664221352,22.535510230420456,15.871008062566831,1.3678180976403371,57.18488496997037,395.09082585342765,0.8895917123383146,84.38156481400668,16079.13823400145,1,34.85434755285331,22.593223429118854,20.09874431755197,62.547956343831366,0.0009869945041273082,0
301.0355713852204,334.7718996980826,1423.4827802211103,40.887904259016,11.532388683969007,3.0363670212840117,61.54849078934139,414.5553192874393,0.8079236966726205,76.76882261138422,8717.835382543582,1,33.73632831286221,25.515254250835437,20.61437853587676,33.983146337876725,0.001322698293749023,0
298.4869617018834,372.4955628485093,1374.117423521856,74.29312713813222,18.622857300887752,7.398273916585759,94.40233163671502,474.4884906925119,0.6219641109912118,96.90403399647097,13396.191451441986,2,74.00860114662589,44.79281985615888,27.859526380625358,18.2502371166084,0.0013900568166384836,1
296.125524867602,324.26679580699334,1473.9580105715193,49.217938558029886,16.58537517030573,0.6963551859619316,76.56984084995605,420.35835228614513,0.9300718589078147,65.31922684479034,15939.041712004804,0,28.141270939391347,32.1867721344999,29.93601099137657,29.351224938639625,0.0010404850545538355,0
301.6041987502881,374.27454658150293,1544.5260575893165,47.58348583419682,38.684799122179605,8.322287245305052,90.2682066129032,372.84344733241045,0.67246652732343,101.39782625623188,47699.540227171754,2,72.67034783121483,33.65590933806912,22.632472476483542,31.79117412160161,0.000810992893119133,1
302.8146595976515,335.6789364735455,1430.4112227246633,32.26455414132248,20.30176533866551,3.935636366503726,53.408588750892484,413.65012470771995,0.883263467966593,63.14845735746057,21701.467432741167,2,32.86427687589401,22.092469397270005,19.51347113577853,43.0010640349378,0.0009354588551547598,0
301.9244682639881,338.35215003781695,1479.9352502311601,28.464875988304104,31.824976190754192,0.4515142211652543,40.47111022152222,398.34463832711293,0.9054199916457549,47.527892418973686,35334.57549253804,1,36.42768177382885,16.121449763888993,14.59668291053783,50.22709923566659,0.0009006497204913164,0
292.2987420326511,347.4544912196624,1442.7210715510532,33.33883929499597,2.3147082394648257,3.8639533915317954,82.37012194208735,402.1747228415748,0.9320829929158851,68.7301059672165,4035.1215325593603,0,55.15574918701128,33.127180962485696,30.8772819783798,42.014264348221396,0.0005734981518252344,0
295.0150622831967,343.07839907983583,1446.6942307815223,47.27051751289005,28.11525637603893,1.9437104466880601,44.32655962335307,407.7937298014426,0.8716859263585428,50.5558900360428,34661.182481822296,2,48.063336796639135,18.07609307807318,15.756675939703461,29.970555637718203,0.0008111219306742518,0
294.4986290598166,351.79138318612183,1484.5466420327673,48.60629842896864,26.769109920044073,4.017476768758265,72.31332568181686,413.2682047988247,0.9496717569538069,79.06985403531371,19485.86241560384,0,57.292754126305226,29.884798287557203,28.380748895954568,29.926575637537088,0.0013737003602288008,0
292.89126688075737,350.99019749099034,1479.8101241643153,30.37190756578994,22.332462811595192,4.678671308309827,86.69498540099322,422.6416620807122,0.8257097468487129,43.55412697148043,28162.79219128417,0,58.09893061023297,36.640912723938854,30.254758769589333,47.16991215982036,0.0007929494245631596,0
299.654942922518,336.31416720086486,1464.0297808544988,29.871713449802506,6.022746470987717,1.6121586579490934,76.34102509580732,423.1596597147192,0.9084752455214093,65.99690672395742,10124.282012079506,1,36.65922427834687,32.304442201814666,29.347786060725756,47.42301664710044,0.0005948225900081158,0
296.16509954387936,332.61913211578803,1440.7298778597133,40.34601574505774,16.540116226863653,0.45853802095362994,80.9587935095908,397.03590827440433,0.8233252327592875,44.80914674685051,14341.590556591633,2,36.45403257190867,32.143548113880335,26.464594232569883,34.84567622533084,0.0011532167889476612,0
302.24555842084857,323.4404781515133,1482.2774576517131,43.79040091094606,42.074181675356655,3.751145412666041,62.97036987846594,416.40176686568543,0.8087682709023695,56.65081969652985,46459.49873252021,2,21.194919730664708,26.220973277578953,21.206691219084764,33.093641215644226,0.0009055904009464855,0
304.8422617374139,382.0389244245092,1533.5450645898284,50.60185588611557,48.740387509024146,9.655557886774103,101.24672841955503,389.7524725214018,0.6012612646336128,92.13923916324056,45788.66794963851,0,77.19666268709534,39.461162736224445,23.726468610695107,29.718796703249133,0.0010644407284768032,1
291.26552567200196,316.0433994329787,1439.1496785662719,35.08229863004716,45.53930135800153,0.6249823772072497,66.05141599706084,416.49294483097594,0.8939677214485163,69.83142701276152,41498.61339478342,2,24.777873760976718,27.5099487588717,24.593006209133975,39.88519948027465,0.0010973427854565486,0
303.798573216966,367.9531806922079,1671.9493864884935,47.204019628797994,54.748938590266725,11.254267014719591,127.30218713505349,389.47853730246715,0.6092050966237965,108.77791388059757,46024.8963272887,0,64.1546074752419,49.581469640765576,30.205284003252427,34.684854071581185,0.0011895246580522572,1
295.8474313990561,345.3254050925566,1450.8201151140204,22.703633464204096,19.204121237007485,2.538511278057307,65.08171495186798,423.60666730198136,0.8073778337057953,78.0441616901993,15148.127702181358,2,49.47797369350047,27.569048373058326,22.258638552770112,61.206654975701,0.0012676717507795672,0
305.55385578203686,376.7609380882318,1614.769439763391,79.42323242039777,30.767263429314195,8.468422624627118,144.57396996935992,470.2284894779918,0.7053570779848719,101.08066511364223,31448.88232352018,0,71.20708230619493,67.98279951652866,47.95214882021002,20.078395149830317,0.000978295025488999,1
291.1919754764196,353.92712681462604,1449.7424358816438,34.2200804364433,15.478122658193053,1.2534969225888566,79.74106190731825,423.5745384428445,0.806029846774774,55.95482527998079,16659.012149556547,0,62.735151338206435,33.77628349233462,27.2246926079478,41.162382876943994,0.0009290583055550201,0
294.54731477029316,324.1086319063864,1476.2312476470852,31.94530509785627,22.2533252209596,3.3323970572098807,69.37874124421049,406.8382136776206,0.8284319415389639,79.99407573976856,21400.509640178283,1,29.561317136093237,28.225923154996458,23.383256321023314,44.808546870708525,0.0010398016586260885,0
292.0885811918018,329.9838909664656,1442.6064676535689,39.55722755041678,39.79079765239983,2.077450308318204,46.0309909724206,408.95480328605163,0.8147689705198562,75.39221152952496,36953.00262626424,2,37.895309774663815,18.824594858188284,15.337695773059446,35.569651940834994,0.0010767655686672328,0
291.34415430626734,325.87908845284915,1460.6154664104245,21.930331157241483,26.826926742927718,4.496796140138705,75.88800187222816,411.7662594785798,0.801520529810942,73.97772587776865,36010.01829615966,0,34.534934146581804,31.248118670230852,25.04600863215862,63.697966522788604,0.0007449644029030036,0
296.3321618543589,337.2578523164295,1467.496739970472,26.731453607741308,45.873318524261315,3.7025659156928294,44.50897081207479,420.1117294387227,0.8668251083991256,75.20143266679952,42240.603427173795,2,40.92569046207058,18.69874070339837,16.208537937150435,52.9181326275957,0.0010859748400258702,0
305.9116952763256,370.91277744315903,1757.0093159819385,60.51830050327157,42.41224804883149,8.661455236722611,115.47511992903195,468.05770293045396,0.6910634368078131,100.78268882729972,41464.339965837775,0,65.00108216683344,54.049019379601376,37.351301088559424,28.5607583695928,0.00102283613455898,1
293.3917064483953,333.10945415631505,1488.6363967517423,35.8947813324138,6.212038015818857,1.0364288214786783,39.628173339609454,428.01466352693734,0.8788187260346807,73.69395783142838,1590.964551245533,0,39.71774770791973,16.96143927814009,14.906030458129669,40.34815610748464,0.0039021208173000066,0
296.7966593152362,351.06339817600553,1486.3084770970506,28.434886758660458,0.0,1.3224490862470728,49.055176370046716,401.9266984021536,0.8910526340036786,52.98661450102596,1631.8114419050455,2,54.26673886076935,19.716585077948217,17.568515067263384,50.49479175114348,0.0,0
294.3023980960636,327.4978206113209,1443.2359554418838,36.961048481260065,36.429661027417396,0.39255370044759375,84.33472696874172,414.5239239479505,0.9243401828005803,47.179742716075445,37476.70266916534,2,33.19542251525729,34.95876194816186,32.3137884096459,38.018864419784265,0.0009720355953778828,0
296.49541199438283,325.6751018064683,1462.0654924899918,47.07186689987587,17.534631828696327,1.7150695555488324,51.01126241620319,395.20830279939713,0.8719366856683706,67.02762041414971,13035.34376423206,0,29.179689812085485,20.160074443162337,17.57830849279859,30.414160854937943,0.0013450574904910273,0
302.2185022371142,336.2997313676297,1494.619305829806,23.469417188016564,20.188967511961728,0.898405666385462,48.74835802197648,428.32834850283575,0.9362625594600991,83.4038060367514,13655.827043164365,0,34.08122913051551,20.880303683778152,19.549446569278267,61.0811158412783,0.0014783058647628467,0
295.3579792527575,322.7389594438375,1455.6740307989778,22.80066896887415,21.77180844040381,2.749525752639323,60.486048560906866,410.7092051293471,0.8879379565881592,83.82983356403446,25404.82327198418,0,27.38098019107997,24.842176925865147,22.058311816754216,61.16105529229736,0.0008569613433630503,0
301.26105037743804,347.3525039349463,1469.2917543023814,43.50224285831406,33.11056742573787,2.1187492460907573,46.69098512679212,401.142990200754,0.9071697843030151,62.210392916832745,39344.73547534777,0,46.09145355750826,18.72976138918032,16.991073599469654,33.01612817538888,0.0008415287457641612,0
295.4653952044713,338.36808840327,1439.4050366004203,47.15208228045968,36.39637762791363,2.500896225682385,80.36863967539333,402.74370322692323,0.9495890732219421,48.3292556502161,33401.91426547897,1,42.902693198798715,32.36796356617813,30.736264524888682,29.892892860098325,0.0010896168321914452,0
302.7463351060532,339.8279287139171,1430.8482847651223,41.81793207435891,11.59769289764483,2.7025626844479524,55.978833706778374,401.8805400025962,0.9218183550765273,41.61373101574346,10891.013540271239,1,37.08159360786391,22.496803918795628,20.73796678290336,33.41703383246693,0.001064788696301604,0
291.2304034139618,345.4371305055479,1445.9604743996047,40.37814784842455,43.97497641174101,0.3477032965512705,57.51500302208517,412.25620854252725,0.848205354755833,56.27473218571497,45464.1701162774,0,54.20672709158606,23.71091708019683,20.111726833594492,34.945026531791925,0.0009672233997865793,0
298.9811926917775,329.3394500302875,1439.1207606603539,30.54642007538078,43.23115285909543,2.4465318032770074,50.43380422848982,413.46661571829316,0.8664147768791493,79.26664524449195,43660.517575907674,1,30.358257338509986,20.85269435215263,18.067082524449415,45.61914655360409,0.000990143157162047,0
299.85131281520137,322.1900347327181,1471.6137144553736,43.34794117118217,29.429106635819984,3.3248007250419946,43.21053762190958,412.5877532952709,0.801733797410785,79.3638430195121,28425.492890610716,0,22.33872191751675,17.82813863610445,14.293421289489952,33.18336039039499,0.0010352703989573203,0
291.6005538785087,313.80505734030413,1445.8101534103266,47.76920929988029,36.55349934436928,1.5470719969364093,70.73023667176382,418.1388375530084,0.8533141756308429,61.89228101049512,31928.78005060611,2,22.20450346179541,29.575058941780487,25.236817040139005,29.645962568720087,0.0011448089929349638,0
296.71849053263117,329.03326560158007,1446.8900574502443,20.148175743531482,15.201625979975784,4.246922429446351,59.25102843635279,400.8910865234832,0.883913838885687,80.08038562185953,19057.508476185092,2,32.314775068948904,23.75320916748327,20.99579030108483,68.41677859107065,0.0007976293632301423,0
302.3348136066882,335.6209608065421,1479.128035284639,44.21111818828894,41.389652870714585,1.250479100015887,86.5437106855068,398.0983022568011,0.8820096692415937,84.50364017362833,41106.82626991218,2,33.28614719985387,34.45290429490403,30.38779472156059,32.71602416743097,0.0010068557894292913,0
308.24979587743127,363.13044632198284,1325.6205124032533,58.5841570378314,7.264219063602274,12.92537346791754,137.07403370433758,468.17538537248936,0.6160151747469814,95.39659116149541,13616.031112795074,2,54.88065044455158,64.17468855408984,39.53258198398076,22.247868868256123,0.0005334657021365355,1
293.8708942128833,340.7861844804351,1457.5793410993717,28.35412186782657,38.80176349792496,2.1401037209775824,76.88984745491773,399.3190285321959,0.9279472992995887,81.77725775363383,38144.66677771821,1,46.915290267551825,30.703579189686483,28.491303387900626,49.655014299608254,0.0010171997706588784,0
303.07052283764506,337.70975424913524,1452.0645955844298,33.34923102854651,6.572603650845544,3.9016012576771124,64.9217686871841,423.17448269404,0.8683858697975786,40.105459293096395,10915.222113286389,1,34.63923141149019,27.473235879781257,23.85736983561789,42.27356922132163,0.0006020950822213368,0
