Motor_ID,Motor_Type,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_min,Vibration_mm_s,Current_A,Voltage_V,Power_Factor,Load_Percent,Operating_Hours,Maintenance_Required
MOTOR_00001,Type_L,296.49999303424306,324.3860223001616,1459.0533083769312,21.692347370813007,11.541043662032306,2.7757090039672736,59.63303240409977,400.0003386272679,0.9082998158400237,82.23487190570876,9171.73949330819,0
MOTOR_00002,Type_L,302.53216972802824,367.9375407475328,1436.9658275448169,46.62576444519992,9.497301408229976,9.380508235194718,135.16135624116606,370.5693775365445,0.6911317277852157,89.26310309218229,14561.457009902095,1
MOTOR_00003,Type_H,293.2303758420932,332.5833590945222,1452.4764997720913,37.03100983459974,39.814316910758095,0.5754440771051368,70.85957423958986,409.88045560719354,0.8046969938683338,77.90281485677494,34163.17594127291,0
MOTOR_00004,Type_H,295.81412747627377,327.04500872090773,1472.5617649894948,24.22772674924288,45.51547033921464,3.989586875021629,58.71714507999159,404.83270783905834,0.9203295471131059,43.35477896558969,46093.71175115584,0
MOTOR_00005,Type_L,302.12951610652533,349.0954395150011,1460.1304751598163,39.9776706985249,31.355933800680653,1.684475790006839,47.5018979006593,407.97863882693935,0.888694668156159,52.362480684552885,30297.99873905057,0
MOTOR_00006,Type_H,297.07554715637264,337.1220115323564,1441.885751141204,39.09231233791341,45.51642369526223,2.144262507082945,42.215198418019526,398.77619994476566,0.847153397161449,62.885681102411624,38039.25243084487,0
MOTOR_00007,Type_H,299.4874191964764,350.1825536895359,1467.3920742289747,26.553213116505006,10.8318303841209,2.765203313311222,52.22418142682116,398.6922990940595,0.8624764921805549,79.74761165134908,10153.06123673847,0
MOTOR_00008,Type_M,300.9661771910699,345.34854051770776,1443.326468628244,23.595961020010485,3.5420554607230503,0.5922901711531893,56.91668381640325,409.60938511020726,0.8506422757105442,82.43093667606337,5502.596226383838,0
MOTOR_00009,Type_L,299.5056512740774,341.4344919097953,1478.5968973499591,32.33111039954694,0.0,1.5224023660005757,88.09570295285029,404.33733549963495,0.8049576099350823,55.528206161200735,3244.612355449078,0
MOTOR_00010,Type_M,300.2894353839446,324.16772888474526,1468.0117826456537,36.073240522242756,53.11900689906206,3.115704496908232,54.85134778355808,417.13070407077527,0.8135434655081613,77.58861230151571,49282.522705530035,0
MOTOR_00011,Type_H,303.3799898093759,361.7653800389808,1670.2760468157123,70.73256417342702,15.449610450358758,14.096919385669494,113.0659032758246,475.1313031772198,0.631360743110657,98.53619934568914,11012.052378277414,1
MOTOR_00012,Type_L,301.741636118272,325.75794152264064,1471.3794575126856,32.1352438136657,26.145917562216624,1.871684746317198,76.8818839207511,424.6331399783407,0.933165514814144,78.29178019453806,25831.794563550713,0
MOTOR_00013,Type_L,298.97353511403116,326.94709167294315,1464.7894843070815,39.48898697141644,42.50396101112657,3.0884245583963312,51.11379449464093,406.3889894355744,0.9273835115741267,69.59258015351546,33175.08845540279,0
MOTOR_00014,Type_H,296.99090583551344,349.98202013825573,1480.135443579786,45.9250269521571,14.102545466040787,2.6815320946012804,56.943851190073794,417.57861767106976,0.8345277902362334,62.463702094813854,12523.090930279208,0
MOTOR_00015,Type_M,298.381849247933,382.78596505287726,1417.7795568278343,58.47842050106738,46.579114923500114,9.346069606412204,144.09534690170256,475.59028366402083,0.7276705007275286,92.92305012890694,47696.42885012937,1
MOTOR_00016,Type_M,294.19996378883684,331.264376250956,1472.534659814607,36.584599307237234,40.762241876416596,1.987242256303596,73.88243831348825,399.781746600471,0.8444765215471698,58.89013854008245,46500.8417405416,0
MOTOR_00017,Type_H,308.67950315886554,380.3159480162637,1631.3120563984696,46.25797958288597,27.930267287825814,14.105931475288017,102.13153758178088,353.75927759363475,0.669839702719869,98.56611586768942,25075.81473435998,1
MOTOR_00018,Type_M,305.98364890082206,376.7302043326758,1512.5418526272592,63.92222925635373,36.664426664836796,7.162753258446391,126.81410297883521,352.0672688467443,0.695614485224731,103.15228334306654,41130.02803298291,1
MOTOR_00019,Type_L,294.1603263281599,323.7337954035778,1423.4916157305065,47.456411828794415,27.905954043537047,0.8786485207916582,61.007842777601354,419.09749652678784,0.8663528344596657,50.790431162083145,19941.045072239725,0
MOTOR_00020,Type_H,292.5919757736677,330.5737291995349,1498.7706317172906,25.259908096680157,15.865779094171865,0.702420391044477,47.52745323540942,405.89946582869527,0.8025741652747626,74.351399035176,21783.644933894553,0
MOTOR_00021,Type_L,291.6936481172645,333.9079691262289,1459.5216178971366,24.88803281244289,27.640574979164093,3.0243802883539512,61.485190845518666,424.9771444415913,0.8105853121100646,68.9088675192842,19925.236719868673,0
MOTOR_00022,Type_M,300.99767370892744,339.51596392921954,1446.437667639268,26.437673591251226,29.803273589693415,3.3185897542775034,72.6674950542055,402.2339525956861,0.8565888624841964,41.75334095396051,28668.352083596666,0
MOTOR_00023,Type_L,299.5108459843698,339.4520223554632,1436.9220743542785,25.323186313391684,39.13257972394133,4.003617575918967,73.4301791211012,423.1218325634697,0.9125922127461288,76.30756326702688,42243.76554847273,0
MOTOR_00024,Type_H,294.01316231748405,344.0866503447436,1472.059648411834,34.896835720492334,29.92966314469323,3.577247608709277,50.347051115398024,408.22051101617035,0.8584427129328805,53.39358285291899,29027.200617195493,0
MOTOR_00025,Type_H,293.70273474029074,355.5532193770869,1498.4548925120646,49.877937260909874,30.268991797047832,4.1692841746484826,46.319655776137736,427.58251869905524,0.8083806732016026,73.1666000555954,24651.28288859025,0
MOTOR_00026,Type_L,292.15928167337995,343.171294024053,1424.880926838514,22.54513142255576,33.964429608041456,1.1373583269794514,75.55155747634007,419.7184779504774,0.9479959367751762,56.842185809025416,38075.531585873614,0
MOTOR_00027,Type_L,296.93000385556934,329.4707853971329,1446.0671106692962,27.610465216194164,36.22695637824808,3.575920797456045,53.497605312277976,406.55883851566847,0.8607803130172126,65.71628613422547,29594.436941064218,0
MOTOR_00028,Type_H,295.6484469542844,328.3276690321286,1440.729268481389,49.09636480122917,39.765676382273185,4.041624257300966,50.09958993572075,428.7127888804214,0.8064739867925864,80.1014401164132,37302.24396327116,0
MOTOR_00029,Type_H,313.0874706254405,373.6389042873934,1423.1455591030829,58.80826295128455,31.261488942694378,8.980835607884535,129.78899541995656,478.7610722222354,0.6160134098903827,93.39150161992409,34770.55615533238,1
MOTOR_00030,Type_M,296.5888901619459,317.7386473656743,1446.2574585509078,23.99555375671249,6.668844870699007,2.1244595180574692,53.31335650797584,416.09736587081545,0.8114300569398745,82.32393222109226,13296.896248211948,0
MOTOR_00031,Type_M,300.876639969382,352.1402221480486,1488.1948638688762,45.263567694071256,46.26836858874113,0.6233392667758026,64.93775712198476,408.33117998208576,0.9257493057066707,61.09119219077366,46636.424167700665,0
MOTOR_00032,Type_M,311.8474862838646,373.229209013748,1382.01813140261,53.800485382912946,42.780019790315365,12.361993063574728,135.69350599450914,359.6433932931853,0.6412097695538863,90.18069122520141,34585.7198584456,1
MOTOR_00033,Type_H,309.7347758760346,375.2488853700603,1561.3931464849588,49.69053299577243,6.889548040397013,13.968528555350744,123.5074200257819,476.2996080797503,0.6043174014470009,103.87843139184048,5677.879609981451,1
MOTOR_00034,Type_M,298.78973185946734,338.04924861113284,1457.0546268449662,47.31413835209819,31.133539976167032,1.1545969095935245,74.62506483543001,414.1606207414689,0.8446939177312925,63.5621024206755,30863.1856048646,0
MOTOR_00035,Type_L,302.9103909034257,332.0622468973604,1424.5517996865199,23.866391657319475,23.198889121221477,1.9249859149790873,65.6833990852706,403.40509665723675,0.8192068758436659,46.83562120805325,24605.81465397691,0
MOTOR_00036,Type_L,293.2178384544195,324.24139564323616,1430.620629056605,22.661076012711668,55.11488353840795,0.4973796734617608,44.008444160480856,404.75066186611855,0.8180953806650901,60.73504456147266,44839.42049530059,0
MOTOR_00037,Type_L,299.403416605153,334.2577641580063,1472.0980664221352,22.535510230420456,15.871008062566831,1.3678180976403371,57.18488496997037,395.09082585342765,0.8895917123383146,84.38156481400668,16079.13823400145,0
MOTOR_00038,Type_H,292.9228691028747,323.0639613138979,1441.8283291640157,46.0164494322417,25.298691178141723,3.3367618286961642,76.5335207981467,421.23656812030055,0.8531220006189688,57.872372462683714,26563.2876986767,0
MOTOR_00039,Type_H,292.587145581831,347.15535881866754,1469.9065319357435,22.60760864262271,12.871093857946281,2.742218446554137,75.30571891039338,422.62099335125686,0.8805659812727822,66.40785031093957,16103.958279158915,0
MOTOR_00040,Type_L,301.8152973319698,372.28568732201893,1346.142727869623,62.07334302830583,18.002328064066052,8.542730074152635,146.1255807252482,359.0133119085011,0.727622627675422,87.1971906135036,16872.341693595903,1
MOTOR_00041,Type_M,312.09063983691374,370.1139618357511,1429.4716945616974,59.89027535157459,15.399727290368896,10.794043645215442,100.48569121260525,455.6113124567257,0.6761415568026683,91.060243310377,12895.141352246992,1
MOTOR_00042,Type_L,298.27659717069474,332.02672304149456,1432.103827739814,40.537146436395,24.315382974460775,3.0340353705418956,62.87389687282176,414.2122692961142,0.8131802166863985,46.24711480489092,25305.19781796735,0
MOTOR_00043,Type_H,302.41008548185243,323.28518694236647,1490.5097266054963,24.193171298788684,48.33218657924784,0.6704415162720082,72.39325815485363,415.1065589612969,0.9192900967789835,49.073229402148506,46476.457212391295,0
MOTOR_00044,Type_H,298.20968010954067,343.2706000020363,1477.4460926509103,36.193431857438995,30.31770639985372,1.9446440574753465,67.27997850183728,426.4883605852261,0.8658117013082509,65.98688219077566,31687.928186008863,0
MOTOR_00045,Type_L,302.4279854833617,340.6936643799482,1457.2043653557107,36.00383275928965,40.899525838637416,1.7018141887662712,43.71771016145805,422.7908816244604,0.9340838874576436,75.48687450510388,45323.605548227344,0
MOTOR_00046,Type_H,297.0777778455703,342.7439199809338,1467.4200131569007,38.118736162175374,10.44992490597225,0.13978475056127682,62.98504609690303,408.25875479449206,0.8753432521193796,64.29372867007766,7156.399277423481,0
MOTOR_00047,Type_H,294.1715887068834,334.0029513977533,1464.0510850058183,33.86017410932398,34.12455616038337,1.2805501197473321,88.81099001020893,415.4187128168142,0.9420925009417722,46.90081314022361,32057.381644264864,0
MOTOR_00048,Type_H,302.17500626712894,346.21218271839285,1462.4661221832253,22.067646181016563,31.92715416906071,0.4933083070338047,67.90068015428274,421.9936333981908,0.8115981598233182,44.69111347233142,36304.77930312004,0
MOTOR_00049,Type_M,293.87874745052534,337.22759213313486,1477.2673933228696,38.111645951904165,35.69981748243754,1.5504978007807069,65.1373273986017,402.1952932931473,0.8171400950083532,58.65270628916325,41874.539450124605,0
MOTOR_00050,Type_H,298.08158344909856,324.5689144136128,1456.655230357765,26.602916422432912,0.6877760552302027,0.6244058668706446,55.304637437125095,422.3173497641131,0.8319021176511839,63.18281570830656,1642.3335121719174,0
MOTOR_00051,Type_M,298.2946202078405,320.81418867050166,1442.3083784289204,25.720631619909998,4.270978991718066,3.285988146793562,49.76504237237705,426.431900130425,0.8054824501772143,61.243012529949965,4267.483403932193,0
MOTOR_00052,Type_H,297.11414338585496,350.52953525398897,1485.194773244847,28.169055641608985,18.708994097325515,1.278586921187643,48.52335581671176,397.64261773313615,0.9346145614728326,63.696030999668224,26382.38650723929,0
MOTOR_00053,Type_H,298.98295329422245,327.4651464590912,1491.3417880863772,44.90659593700975,30.97203584853755,0.7005955756021325,48.130681548305475,420.27934261494806,0.8595775294427682,70.06383114567907,33594.63717993642,0
MOTOR_00054,Type_H,292.62332267595247,349.759107756165,1477.485676262595,30.07597571449505,35.10622998071195,3.42726534191028,69.6674585005669,426.87184012391066,0.923766099713399,56.337664548779074,31662.038745548027,0
MOTOR_00055,Type_L,300.7482630713678,332.97055615515,1458.008693189569,27.73663056299607,19.58240142795956,0.5954074132000875,53.133226288407585,413.9571975131303,0.8209034111109237,77.57186065596846,14723.287977095884,0
MOTOR_00056,Type_H,300.93065314082946,338.20736027238445,1483.2121548979378,23.19736190386023,34.762428952248044,1.0421144584042095,55.48652648691967,412.41127128929617,0.8210027807990674,51.86577111855774,34159.19282227407,0
MOTOR_00057,Type_L,297.377012463394,317.2346549036555,1456.1891265679833,27.36047329043963,24.047462570654552,1.567527050934358,70.56017937259386,397.89795337737945,0.8583943421062965,52.99121815468149,33251.833727312776,0
MOTOR_00058,Type_H,292.77001532905444,334.84477612227244,1490.4917796186025,45.39223547943672,50.0647009846382,1.4356081126298916,71.1883316360732,400.67048572620547,0.9432854469085218,46.96024633974563,47465.33985288828,0
MOTOR_00059,Type_L,296.66617815313356,324.01014581722086,1420.3152291135032,23.092812380412347,24.479593878810462,0.8763137480238966,45.94288643264307,428.869478587248,0.8471894835214117,76.33436133175425,20639.677530337613,0
MOTOR_00060,Type_H,308.53414846776775,381.5414527402422,1777.6237358746453,46.3799383978977,39.41019656013326,7.578153739750472,112.9823769093432,389.50672031986585,0.7058362758773533,108.13120793539164,36611.24432047806,1
MOTOR_00061,Type_M,292.5333842549674,334.143110588897,1457.3086211021694,35.67303728213507,1.9298069715492092,3.952043753853147,67.49215065579861,396.9208915126266,0.8966819975938733,69.25753076994526,6026.128939323222,0
MOTOR_00062,Type_H,291.9342760895873,327.3959472196323,1477.5534825862205,46.57933244708562,41.09321942177459,2.8719850465629824,75.7235940571246,406.15633760262244,0.8923794782273456,50.48317636391352,34814.438793906986,0
MOTOR_00063,Type_H,298.1190864867279,326.5485959891576,1471.3511514980714,41.96815421553936,0.352885281965194,2.329002011959303,42.76948558311086,406.7729662339948,0.8005019543064469,61.02898449419436,474.2716814249037,0
MOTOR_00064,Type_L,299.3057673923168,323.37409441198446,1445.0548465470956,46.37354922686494,0.0,3.9630281293322116,76.532754887252,398.12938508092907,0.9417098033437115,61.033068006244136,2104.6594818180943,0
MOTOR_00065,Type_H,301.11771021300746,323.55646875415545,1497.4362157789994,44.786170873818975,17.697123316427536,0.7167450076528845,52.784566783135595,396.28561780993147,0.9201154530694813,68.3400065348269,20079.011821274373,0
MOTOR_00066,Type_L,299.5022474166455,322.39486413439596,1452.2184653736049,37.78819804525109,15.79728370092364,3.6545719924326625,51.851226861118604,402.8336165187918,0.8870129311756717,44.11690768289897,8694.762460974365,0
MOTOR_00067,Type_L,309.1781898178518,364.7833481177636,1413.0410077603049,78.67426904072174,4.752506489096026,7.5394724480321385,88.42175934947917,451.4635074501952,0.616420329008168,107.36199827420168,2218.8331766618385,1
MOTOR_00068,Type_H,294.354339242033,352.59546417390254,1492.037652057588,41.25088930145104,20.79991784324121,3.992260333861287,74.22539896335189,424.77036051829845,0.9255519992545508,71.38621577511776,17390.460395109654,0
MOTOR_00069,Type_H,301.69885776273753,319.4421942720727,1440.0672066888067,36.68545205119271,43.873749172054936,3.9755480777602443,44.61049431270967,426.80454582442786,0.9134953705677402,51.64097488140586,44081.85663851751,0
MOTOR_00070,Type_M,299.75470958240436,377.6029584114077,1672.811242204007,48.58784047967377,39.175953882567626,10.356754068452176,146.3804827809135,375.30487572535793,0.7405842730854677,102.19714305752034,31700.285154980567,1
MOTOR_00071,Type_M,292.0463330130942,347.9013728768676,1468.8544186041145,37.831875776856364,31.951492080681586,4.32584434836992,73.80261114918255,410.60854074536127,0.8575418390608432,42.953176505830584,35428.600230131466,0
MOTOR_00072,Type_H,303.1154940018925,332.2533598248665,1481.6209335468893,26.62308838366281,25.659801070631488,1.9214567777174336,49.98044393846554,422.8183342062475,0.8123571568423764,70.62246859336209,34164.76883032526,0
MOTOR_00073,Type_L,295.92113277555353,325.6073625495511,1433.7972763534651,26.3931411207525,56.41398098861827,4.7210614184241,57.39110279926904,426.2934721287697,0.8046701124326767,69.32500714191482,47180.79600837994,0
MOTOR_00074,Type_M,291.3643427097398,341.07533400211054,1441.1275324805993,33.86291872296982,18.317659822312123,1.2488342335731224,82.85111684503036,428.86289422648224,0.8001847752749639,66.92472693050921,10185.06246381371,0
MOTOR_00075,Type_L,298.23316726662745,335.6228047777267,1460.8273975815596,31.86635251639906,1.40899948164218,4.801952132273143,48.957382685611854,411.2609508822534,0.9462049777806034,72.48494325671209,8041.273453909504,0
MOTOR_00076,Type_L,294.0545401903503,352.58776805206617,1462.1478982326462,36.78946050460742,0.0,0.8070865712137985,62.56294760481484,416.6354507011342,0.8014656271128776,54.690758870979636,1980.9412674178573,0
MOTOR_00077,Type_L,302.87959663577743,322.96542911848763,1460.2231275012648,48.546499230659805,34.29884301649303,3.783284625850762,81.11426776306081,396.44142233477453,0.8186329950092089,80.32995862082672,41225.702344841695,0
MOTOR_00078,Type_L,300.77073699683746,331.39364689971273,1452.855542569224,44.51893309887481,37.419341729464215,4.280089595935624,44.19890043769833,426.31858296211846,0.867847742677745,68.96099628384363,35453.02597254582,0
MOTOR_00079,Type_M,307.3861303291336,370.702748943816,1317.4646630829445,50.65853904513809,28.172414942751704,9.85362325995451,127.38590523329357,463.00966001869165,0.6031291708937307,101.33157548093325,29663.932415508938,1
